OBJECTID,CUSTOMER_I,POSTAL_ARE,FULL_POSTA,REC_TYPE,GEO_LEVEL,NT_CITY,COUNTY,STATE,DISPLAY_LI,ROUTING_LI,DISPLAY_LA,DISPLAY_LO,ROUTING_LA,ROUTING_LO,HOUSE_NUMB,BUILDING_N,STREET_NAM,TMO_STREET,HDB,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,is_outlier,Longitude,Latitude,Distance to Nearest POI (m),Distance to Nearest Street (m),Number of POIs within 500m,Distance to Area Centroid (m),z_score_outlier,iqr_outlier,dbscan_outlier,lof_outlier,cluster,Anomaly Score (%),Confidence in Classification,POI Classification,Reasons for Classification
109400,236907.0,,823642.0,S,9.0,SINGAPORE,SINGAPORE,,916030578.0,916030567.0,1.39848,103.91607,1.39839,103.91683,642C,,PUNGGOL DR,PUNGGOL DR,Y,164,0.004213,103.9145,1.39488,True,103.91683,1.39839,5.8e-05,0.000503,2999,0.090774,False,False,True,True,-1,55.00%,Medium,INCORRECT,Spatial clustering outlier
90700,197898.0,,288295.0,S,9.0,SINGAPORE,SINGAPORE,,116143619.0,116143619.0,1.33666,103.81928,1.33663,103.81956,12H,,SIME RD,SIME RD,N,4972,0.001376,103.8207,1.33586,True,103.81956,1.33663,0.00355,0.001256,2999,0.029035,False,True,False,True,0,45.00%,Medium,INCORRECT,Normal spatial pattern
37417,222195.0,,530678.0,S,8.0,SINGAPORE,SINGAPORE,,717596386.0,717596386.0,1.37091,103.88383,1.37111,103.88387,678,,HOUGANG AVE 8,HOUGANG AVE 8,Y,5220,0.001114,103.8828,1.3708,True,103.88387,1.37111,0.004193,0.001034,2999,0.04802,False,True,False,True,0,45.00%,Medium,INCORRECT,Isolated from other POIs
118574,237908.0,,821268.0,S,9.0,SINGAPORE,SINGAPORE,,940722253.0,916654594.0,1.40414,103.89738,1.40415,103.89721,268A,,PUNGGOL FLD,PUNGGOL FLD,Y,4955,0.005608,103.9016,1.40066,True,103.89721,1.40415,0.004357,0.00037,2999,0.08165,False,True,False,True,38,45.00%,Medium,INCORRECT,Isolated from other POIs
59507,191947.0,,628784.0,S,8.0,SINGAPORE,SINGAPORE,,914256758.0,914256758.0,1.32962,103.69118,1.32908,103.69123,42,INNOTRICS INTERNATIONAL,KIAN TECK RD,KIAN TECK RD,N,1177,0.001496,103.6917,1.32766,True,103.69123,1.32908,0.002874,0.00073,2999,0.157586,True,True,False,False,4,45.00%,Medium,INCORRECT,Normal spatial pattern
301,224057.0,,528742.0,S,7.0,SINGAPORE,SINGAPORE,,836654487.0,836654487.0,1.36818,103.9296,1.36826,103.9295,87,KWANG HUA BUDDHIST MONASTERY,TAMPINES LINK,TAMPINES RD,N,-1,-1.0,-1.0,-1.0,True,103.9295,1.36826,0.00081,0.001345,2999,0.086233,False,False,True,True,-1,55.00%,Medium,INCORRECT,Spatial clustering outlier
26088,247974.0,,718853.0,S,8.0,SINGAPORE,SINGAPORE,,116147067.0,116147067.0,1.43455,103.7099,1.43407,103.7098,21,,LIM CHU KANG LANE 5,LIM CHU KANG LANE 5,N,5497,0.004101,103.7127,1.43117,True,103.7098,1.43407,0.008051,0.001093,2999,0.168404,True,True,True,True,-1,120.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
60903,201428.0,,520292.0,S,8.0,SINGAPORE,SINGAPORE,,915144513.0,915144513.0,1.35017,103.95575,1.35017,103.95559,292,,TAMPINES ST 22,TAMPINES ST 22,Y,4663,0.001795,103.9538,1.35031,True,103.95559,1.35017,0.004514,0.001218,2999,0.107685,True,True,False,False,0,45.00%,Medium,INCORRECT,Isolated from other POIs
8075,244154.0,,758165.0,S,8.0,SINGAPORE,SINGAPORE,,116135290.0,926759583.0,1.46047,103.79799,1.46002,103.79766,34,SENOKO INDUSTRIAL ESTATE,SENOKO LOOP,SENOKO LOOP,N,5203,0.004487,103.7933,1.46108,True,103.79766,1.46002,0.002708,0.002672,2999,0.131645,True,True,False,False,34,60.00%,Medium,INCORRECT,Far from streets
75518,201483.0,,539289.0,S,8.0,SINGAPORE,SINGAPORE,,939901306.0,939901306.0,1.34856,103.89286,1.34853,103.89266,49,,DEFU LANE 9,DEFU LANE 9,Y,4756,0.001172,103.8921,1.3475,True,103.89266,1.34853,0.002951,0.002642,2999,0.045235,True,True,False,True,0,85.00%,Very High,INCORRECT,Far from streets
48588,172479.0,,629111.0,S,8.0,SINGAPORE,SINGAPORE,,870360705.0,870360705.0,1.3238,103.66724,1.32383,103.66727,33,VOLVO EAST ASIA,JOO KOON CIR,JOO KOON CIR,N,2692,0.002709,103.6699,1.32448,True,103.66727,1.32383,0.004121,0.001908,2999,0.181859,True,True,True,False,-1,75.00%,High,INCORRECT,Far from streets; Isolated from other POIs; Spatial clustering outlier
103398,161909.0,,637815.0,S,9.0,SINGAPORE,SINGAPORE,,879825600.0,879825600.0,1.31325,103.65585,1.3131,103.65574,17B,,TUAS RD,TUAS RD,N,5938,0.001137,103.6568,1.31351,True,103.65574,1.3131,0.004784,0.001146,2999,0.194467,True,True,False,False,35,45.00%,Medium,INCORRECT,Isolated from other POIs
58192,198090.0,,289965.0,S,8.0,SINGAPORE,SINGAPORE,,913970462.0,913970462.0,1.33671,103.81602,1.33668,103.81601,5,,ADAM DR,ADAM DR,N,5351,0.001276,103.81613,1.33541,True,103.81601,1.33668,0.00355,0.000663,2999,0.032575,False,True,False,True,0,45.00%,Medium,INCORRECT,Normal spatial pattern
47997,160584.0,,629423.0,S,8.0,SINGAPORE,SINGAPORE,,864918216.0,864918216.0,1.3141,103.66108,1.31439,103.66142,29,LEONI DIALOG,GUL LN,GUL LN,N,4029,0.003332,103.6641,1.31637,True,103.66142,1.31439,0.00031,0.002742,2999,0.188668,True,True,False,False,35,60.00%,Medium,INCORRECT,Far from streets
75632,250329.0,,718911.0,S,8.0,SINGAPORE,SINGAPORE,,939924551.0,939924551.0,1.42411,103.71757,1.42456,103.71696,80,,LIM CHU KANG LANE 1,LIM CHU KANG LANE 1,N,5917,0.004307,103.7208,1.42651,True,103.71696,1.42456,0.004806,0.003543,2999,0.15716,True,True,True,True,-1,115.00%,Very High,INCORRECT,Far from streets; Isolated from other POIs; Spatial clustering outlier
20971,180850.0,,276172.0,S,8.0,SINGAPORE,SINGAPORE,,116143003.0,116143003.0,1.32661,103.78328,1.32664,103.78329,53,HOLLAND GREEN,HOLLAND GRN,HOLLAND GRN,N,4331,0.00111,103.7825,1.32586,True,103.78329,1.32664,0.001078,0.002228,2999,0.066326,False,True,False,True,0,60.00%,Medium,INCORRECT,Far from streets
51372,205859.0,,658712.0,S,8.0,SINGAPORE,SINGAPORE,,895500820.0,895500820.0,1.34293,103.76092,1.34293,103.76095,11,YUSOF ISHAK SECONDARY SCHOOL,BUKIT BATOK ST 25,BUKIT BATOK ST 25,N,3347,0.004347,103.7569,1.34451,True,103.76095,1.34293,0.004124,0.00129,2999,0.087685,False,True,False,True,0,45.00%,Medium,INCORRECT,Isolated from other POIs
2990,182642.0,,629701.0,S,8.0,SINGAPORE,SINGAPORE,,116131732.0,116131732.0,1.32521,103.68852,1.32535,103.68798,4,YCH,FOURTH LOK YANG RD,FOURTH LOK YANG RD,N,1177,0.004379,103.6917,1.32766,True,103.68798,1.32535,0.00472,0.003062,2999,0.161094,True,True,False,False,4,60.00%,Medium,INCORRECT,Far from streets; Isolated from other POIs
36671,133294.0,,128469.0,S,8.0,SINGAPORE,SINGAPORE,,116170898.0,116170898.0,1.30291,103.75859,1.3034,103.75909,13,DYNA-MAC ENGINEERING SERVICES,PANDAN CRES,PANDAN CRES,N,1435,0.008855,103.7569,1.31198,True,103.75909,1.3034,0.005121,0.001924,2999,0.096116,True,True,True,False,-1,95.00%,Very High,INCORRECT,Far from streets; Isolated from other POIs; Spatial clustering outlier
115750,236885.0,,788144.0,S,9.0,SINGAPORE,SINGAPORE,,939885958.0,939885958.0,1.39841,103.82554,1.39837,103.82563,2A,,SPRINGLEAF HTS,SPRINGLEAF HTS,N,1403,0.001405,103.8244,1.39769,True,103.82563,1.39837,0.000361,0.003262,2999,0.064006,True,True,False,False,10,60.00%,Medium,INCORRECT,Far from streets
506,229227.0,,670410.0,S,7.0,SINGAPORE,SINGAPORE,,897304510.0,897304510.0,1.3825,103.76729,1.38267,103.76749,410,,SAUJANA RD,SAUJANA RD,Y,456,0.001078,103.76704,1.38365,True,103.76749,1.38267,0.004608,0.000632,2999,0.092246,True,True,False,False,8,45.00%,Medium,INCORRECT,Isolated from other POIs
45788,125092.0,,98615.0,S,8.0,SINGAPORE,SINGAPORE,,845934446.0,845934446.0,1.25069,103.84711,1.25063,103.84732,184,THE BERTHSIDE,OCEAN DR,OCEAN DR,N,3719,0.02239,103.84746,1.27302,True,103.84732,1.25063,0.01991,0.001381,2999,0.087979,True,True,True,True,-1,120.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
97374,179840.0,,639465.0,S,9.0,SINGAPORE,SINGAPORE,,755883796.0,864275108.0,1.32861,103.65671,1.32809,103.65705,37,GALMON,TUAS AVE 2,TUAS AVE 2,N,843,0.005293,103.6522,1.32597,True,103.65705,1.32809,0.003471,0.0008,2999,0.191766,True,True,False,False,14,45.00%,Medium,INCORRECT,Normal spatial pattern
63864,191077.0,,408621.0,S,8.0,SINGAPORE,SINGAPORE,,924695578.0,924695578.0,1.33084,103.89956,1.3311,103.89956,25,NEWTECH INDUSTRIAL BUILDING,UBI RD 4,UBI RD 4,N,5040,0.002758,103.9013,1.32896,True,103.89956,1.3311,0.005374,0.001391,2999,0.05158,True,True,True,False,-1,95.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
115299,248237.0,,738763.0,S,9.0,SINGAPORE,SINGAPORE,,939788732.0,939788732.0,1.43086,103.7649,1.43086,103.7649,1012,,WOODLANDS IND PARK D ST 2,WOODLANDS IND PARK D ST 2,Y,-1,-1.0,-1.0,-1.0,True,103.7649,1.43086,0.003527,0.002484,2999,0.124521,True,True,True,False,-1,90.00%,Very High,INCORRECT,Far from streets; Spatial clustering outlier
3368,168084.0,,638710.0,S,8.0,SINGAPORE,SINGAPORE,,116132054.0,116132054.0,1.31727,103.64638,1.31719,103.64677,16,MMI BOILER MANAGEMENT,TUAS CRES,TUAS CRES,N,3236,0.003771,103.6442,1.31443,True,103.64677,1.31719,0.006331,0.008163,2999,0.202891,True,True,True,False,-1,110.00%,Very High,INCORRECT,Far from streets; Isolated from other POIs; Spatial clustering outlier
83397,228802.0,,569977.0,S,8.0,SINGAPORE,SINGAPORE,,986322816.0,986322816.0,1.36441,103.84585,1.36412,103.84591,1351,SPC,ANG MO KIO AVE 1,ANG MO KIO AVE 1,N,5037,0.001552,103.84565,1.36565,True,103.84591,1.36412,0.00531,0.000186,2999,0.025654,True,True,True,True,-1,120.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
102903,145825.0,,627800.0,S,9.0,SINGAPORE,SINGAPORE,,872085369.0,872085370.0,1.30459,103.67368,1.30499,103.6738,25,AKER MH,BENOI LN,BENOI LN,N,2369,0.008574,103.6655,1.30714,True,103.6738,1.30499,0.003818,6.3e-05,2999,0.177931,True,True,False,True,42,70.00%,High,INCORRECT,Isolated from other POIs
113488,249908.0,,729672.0,S,9.0,SINGAPORE,SINGAPORE,,932489635.0,932489635.0,1.40878,103.74828,1.40817,103.74847,48A,SUNGEI KADUT INDUSTRIAL ESTATE,SUNGEI KADUT AVE,SUNGEI KADUT AVE,N,5493,0.005037,103.7482,1.40314,True,103.74847,1.40817,0.006668,0.000671,2999,0.121867,True,True,True,False,-1,95.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
92364,195415.0,,608828.0,S,9.0,SINGAPORE,SINGAPORE,,116150815.0,116150815.0,1.33819,103.75069,1.3378,103.75001,5C,,TOH GUAN RD E,TOH GUAN RD E,N,884,0.001742,103.7513,1.33663,True,103.75001,1.3378,0.003758,0.001167,2999,0.098521,False,True,False,True,0,45.00%,Medium,INCORRECT,Isolated from other POIs
118156,196632.0,,299967.0,S,9.0,SINGAPORE,SINGAPORE,,940449206.0,940449208.0,1.33599,103.83346,1.33612,103.83376,54,CALDECOTT HILL ESTATE,ANDREW RD,ANDREW RD,N,5602,0.000626,103.8332,1.3364,True,103.83376,1.33612,0.000649,0.000407,2999,0.014975,False,False,True,True,-1,55.00%,Medium,INCORRECT,Spatial clustering outlier
104475,155584.0,,120351.0,S,9.0,SINGAPORE,SINGAPORE,,895370820.0,895370824.0,1.3152,103.77055,1.31554,103.77082,351,,CLEMENTI AVE 2,CLEMENTI AVE 2,Y,2153,0.004506,103.7724,1.31132,True,103.77082,1.31554,0.003969,0.00081,2999,0.081058,False,True,True,True,-1,75.00%,High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
99910,125114.0,,99537.0,S,9.0,SINGAPORE,SINGAPORE,,835962551.0,864813960.0,1.25535,103.81424,1.25577,103.81392,30,COSTA SANDS RESORT SENTOSA,IMBIAH WALK,IMBIAH WALK,N,2363,0.002834,103.8118,1.25765,True,103.81392,1.25577,0.012078,0.000164,2999,0.08977,True,True,True,True,-1,120.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
35648,170935.0,,409621.0,S,8.0,SINGAPORE,SINGAPORE,,116163920.0,116163920.0,1.32309,103.90109,1.32285,103.90114,1009,,EUNOS AVE 6,EUNOS AVE 6,Y,168,0.00276,103.9011,1.32009,True,103.90114,1.32285,0.003926,0.001234,2999,0.054919,False,True,False,True,0,45.00%,Medium,INCORRECT,Isolated from other POIs
56413,206622.0,,640188.0,S,8.0,SINGAPORE,SINGAPORE,,905650666.0,905650666.0,1.3438,103.71099,1.34393,103.71121,188,,BOON LAY DR,BOON LAY DR,Y,2572,0.003151,103.7128,1.34665,True,103.71121,1.34393,0.004592,2.2e-05,2999,0.137422,True,True,True,False,-1,75.00%,High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
26084,249638.0,,729354.0,S,8.0,SINGAPORE,SINGAPORE,,116147055.0,116147055.0,1.42018,103.75059,1.42018,103.75063,51,,SUNGEI KADUT ST 1,SUNGEI KADUT ST 1,N,5255,0.00433,103.7549,1.41946,True,103.75063,1.42018,0.002155,0.003421,2999,0.127434,True,True,False,False,29,60.00%,Medium,INCORRECT,Far from streets
50828,228929.0,,499547.0,S,8.0,SINGAPORE,SINGAPORE,,895362154.0,895362154.0,1.36534,103.97698,1.36529,103.97697,1,,COSFORD RD,COSFORD RD,N,1335,0.002604,103.9746,1.36637,True,103.97697,1.36529,0.002417,0.003147,2999,0.131185,True,True,False,False,6,60.00%,Medium,INCORRECT,Far from streets
106627,197741.0,,638561.0,S,9.0,SINGAPORE,SINGAPORE,,902180676.0,116147191.0,1.33662,103.6386,1.33624,103.63894,14,WILHELM,TUAS LINK 2,TUAS LINK 2,N,235,0.012944,103.6452,1.32491,True,103.63894,1.33624,0.005689,0.002489,2999,0.209602,True,True,True,False,-1,110.00%,Very High,INCORRECT,Far from streets; Isolated from other POIs; Spatial clustering outlier
65890,232763.0,,518798.0,S,8.0,SINGAPORE,SINGAPORE,,924941300.0,924941300.0,1.37668,103.93563,1.37672,103.93566,20,MERIDIAN PRIMARY SCHOOL,PASIR RIS ST 71,PASIR RIS ST 71,N,5115,0.001056,103.93497,1.37752,True,103.93566,1.37672,0.006879,0.000561,2999,0.095106,True,True,True,False,-1,95.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
40767,250291.0,,768227.0,S,8.0,SINGAPORE,SINGAPORE,,762719842.0,762719842.0,1.4176,103.84695,1.41792,103.84738,82,THE SHAUGHNESSY,MILTONIA CLOS,MILTONIA CLOS,N,496,0.000412,103.847,1.41808,True,103.84738,1.41792,0.000397,0.002854,2999,0.079328,True,True,False,False,18,60.00%,Medium,INCORRECT,Far from streets
44673,224737.0,,518476.0,S,8.0,SINGAPORE,SINGAPORE,,836654488.0,836654488.0,1.36841,103.93037,1.36865,103.93021,800,HIAP TIEN KENG LENG POH TIAN TEMPLE,TAMPINES RD,TAMPINES RD,N,97,7.1e-05,103.9302,1.36858,True,103.93021,1.36865,0.00081,0.001642,2999,0.087034,False,False,True,True,-1,55.00%,Medium,INCORRECT,Far from streets; Spatial clustering outlier
26003,141112.0,,638103.0,S,8.0,SINGAPORE,SINGAPORE,,116146933.0,116146933.0,1.30921,103.63192,1.30941,103.63165,29,DATWYLER CABLES,TECH PARK CRES,TECH PARK CRES,N,4149,0.008664,103.6266,1.30237,True,103.63165,1.30941,0.003515,0.003489,2999,0.218834,True,True,False,False,28,60.00%,Medium,INCORRECT,Far from streets
61004,220675.0,,520367.0,S,8.0,SINGAPORE,SINGAPORE,,915269942.0,915269942.0,1.35817,103.96046,1.35834,103.96027,367,,TAMPINES ST 34,TAMPINES ST 34,Y,2937,0.003457,103.9571,1.35972,True,103.96027,1.35834,0.004212,0.000728,2999,0.113472,False,True,False,True,6,45.00%,Medium,INCORRECT,Isolated from other POIs
33694,169043.0,,339940.0,S,8.0,SINGAPORE,SINGAPORE,,116160042.0,116160042.0,1.31627,103.8625,1.31648,103.86225,70,LUZERNE,BENDEMEER RD,BENDEMEER RD,N,2753,0.000672,103.8629,1.31665,True,103.86225,1.31648,0.003248,0.000698,2999,0.026031,False,True,False,True,0,45.00%,Medium,INCORRECT,Normal spatial pattern
95421,192819.0,,367831.0,S,9.0,SINGAPORE,SINGAPORE,,116165102.0,116165102.0,1.33921,103.8774,1.33921,103.8774,5,,VERNON PARK,VERNON PARK,N,-1,-1.0,-1.0,-1.0,True,103.8774,1.33921,0.003091,0.000141,2999,0.028878,False,True,False,True,0,45.00%,Medium,INCORRECT,Normal spatial pattern
97862,131560.0,,118427.0,S,9.0,SINGAPORE,SINGAPORE,,762728903.0,880526305.0,1.29098,103.7812,1.29096,103.7812,31,,PRINCE GEORGE'S PARK,PRINCE GEORGE'S PARK,N,-1,-1.0,-1.0,-1.0,True,103.7812,1.29096,0.005986,0.000671,2999,0.082478,True,True,True,True,-1,120.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
40146,236204.0,,798127.0,S,8.0,SINGAPORE,SINGAPORE,,761638127.0,761638127.0,1.39124,103.8662,1.39128,103.86621,27,,SELETAR WEST FARMWAY 1,SELETAR WEST FARMWAY 1,N,5947,0.002404,103.8685,1.39201,True,103.86621,1.39128,0.002634,0.00261,2999,0.055568,True,True,False,False,5,60.00%,Medium,INCORRECT,Far from streets
118628,231856.0,,541102.0,S,9.0,SINGAPORE,SINGAPORE,,940826183.0,917011845.0,1.38216,103.90003,1.38213,103.90056,102A,,RIVERVALE WALK,RIVERVALE WALK,Y,406,0.001624,103.8995,1.3809,True,103.90056,1.38213,0.00582,0.000512,2999,0.067839,True,True,False,False,40,65.00%,High,INCORRECT,Isolated from other POIs
40826,249792.0,,768286.0,S,8.0,SINGAPORE,SINGAPORE,,762719842.0,762719843.0,1.41723,103.8473,1.41723,103.8473,200,SHAUGHNESSY,MILTONIA CLOS,MILTONIA CLOS,N,-1,-1.0,-1.0,-1.0,True,103.8473,1.41723,3e-05,0.003548,2999,0.078639,True,True,False,False,18,60.00%,Medium,INCORRECT,Far from streets
48338,205158.0,,609517.0,S,8.0,SINGAPORE,SINGAPORE,,866662619.0,866662619.0,1.34602,103.73043,1.34601,103.73047,21,JURONG EAST SPORTS COMPLEX,JURONG EAST ST 31,JURONG EAST ST 31,N,5278,0.003781,103.7339,1.34442,True,103.73047,1.34601,0.006901,0.000842,2999,0.118291,True,True,False,False,37,65.00%,High,INCORRECT,Isolated from other POIs
69495,247526.0,,760393.0,S,8.0,SINGAPORE,SINGAPORE,,932551270.0,932551270.0,1.42852,103.84851,1.42836,103.8486,393,,YISHUN AVE 6,YISHUN AVE 6,Y,5751,0.001226,103.8474,1.42811,True,103.8486,1.42836,0.009969,0.000351,2999,0.08976,True,True,True,False,-1,95.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
97189,134975.0,,139297.0,S,9.0,SINGAPORE,SINGAPORE,,754328864.0,754328866.0,1.30093,103.7873,1.30092,103.7873,6,,PORTSDOWN RD,PORTSDOWN RD,N,-1,-1.0,-1.0,-1.0,True,103.7873,1.30092,0.004673,0.000255,2999,0.071894,True,True,True,False,-1,75.00%,High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
544,158669.0,,629429.0,S,7.0,SINGAPORE,SINGAPORE,,901954579.0,715258867.0,1.31477,103.65979,1.3154,103.66037,35,OMG ELECTRONIC CHEMICALS,GUL LN,GUL CRES,N,5939,0.003812,103.6574,1.31301,True,103.66037,1.3154,0.001335,0.003278,2999,0.189583,True,True,False,False,35,60.00%,Medium,INCORRECT,Far from streets
3288,191121.0,,639507.0,S,8.0,SINGAPORE,SINGAPORE,,116131940.0,116131940.0,1.32873,103.65288,1.32907,103.6532,63,PPG INDUSTRIES,TUAS AVE 1,TUAS AVE 1,N,4646,0.002935,103.6508,1.33076,True,103.6532,1.32907,0.0018,0.001323,2999,0.195561,True,True,False,False,14,45.00%,Medium,INCORRECT,Normal spatial pattern
110498,224501.0,,560232.0,S,9.0,SINGAPORE,SINGAPORE,,924214697.0,924214704.0,1.36834,103.83722,1.3683,103.83692,232,,ANG MO KIO AVE 3,ANG MO KIO AVE 3,Y,5034,0.001989,103.8389,1.36849,True,103.83692,1.3683,0.003855,0.000533,2999,0.031888,False,True,False,True,5,45.00%,Medium,INCORRECT,Isolated from other POIs
82569,244628.0,,805121.0,S,8.0,SINGAPORE,SINGAPORE,,947411967.0,947411967.0,1.38019,103.87314,1.38013,103.87314,18,LUXUS HILLS,SELETAR GREEN VW,SELETAR GREEN VW,N,1842,0.003926,103.8695,1.3816,True,103.87314,1.38013,0.0003,0.003526,2999,0.048275,True,True,False,True,5,85.00%,Very High,INCORRECT,Far from streets
108344,194222.0,,600238.0,S,9.0,SINGAPORE,SINGAPORE,,914151088.0,718182664.0,1.34075,103.74054,1.3405,103.74045,238,,JURONG EAST ST 21,JURONG EAST ST 21,Y,2425,0.004421,103.7387,1.33644,True,103.74045,1.3405,0.007526,0.000355,2999,0.108095,True,True,True,False,-1,95.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
79224,125080.0,,99954.0,S,8.0,SINGAPORE,SINGAPORE,,940187626.0,940187626.0,1.25005,103.82732,1.25007,103.82735,31,,ARTILLERY AVE,ARTILLERY AVE,N,3355,0.006757,103.8239,1.25588,True,103.82735,1.25007,0.001721,0.000821,2999,0.091028,False,False,True,True,-1,55.00%,Medium,INCORRECT,Spatial clustering outlier
12331,124907.0,,99452.0,S,8.0,SINGAPORE,SINGAPORE,,116138454.0,116138454.0,1.26924,103.82766,1.26957,103.82739,517,KEPPEL DISTRIPARK,KG BAHRU RD,KG BAHRU RD,N,4238,0.002332,103.8273,1.2719,True,103.82739,1.26957,0.003566,0.00058,2999,0.072194,False,True,False,True,0,45.00%,Medium,INCORRECT,Isolated from other POIs
60937,245044.0,,757463.0,S,8.0,SINGAPORE,SINGAPORE,,915159161.0,915159161.0,1.44844,103.79397,1.44843,103.79406,33,Nordix,WOODLANDS IND PARK E2,WOODLANDS IND PARK E2,N,609,0.002723,103.7954,1.4508,True,103.79406,1.44843,0.002599,0.002251,2999,0.122594,False,True,True,False,-1,65.00%,High,INCORRECT,Far from streets; Spatial clustering outlier
6364,152032.0,,458671.0,S,8.0,SINGAPORE,SINGAPORE,,116133247.0,116133247.0,1.3112,103.93146,1.3112,103.93143,17,,ELLIOT WALK,ELLIOT WALK,N,1294,4.2e-05,103.9314,1.31117,True,103.93143,1.3112,0.001217,0.002769,2999,0.087313,True,True,False,False,0,60.00%,Medium,INCORRECT,Far from streets
80107,185302.0,,299479.0,S,8.0,SINGAPORE,SINGAPORE,,940449218.0,940449218.0,1.33206,103.82812,1.332,103.82842,3,,GYMKHANA AVE,GYMKHANA AVE,N,5606,0.005877,103.8332,1.32858,True,103.82842,1.332,0.006258,0.000858,2999,0.021164,True,True,True,True,-1,120.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
48773,134075.0,,638022.0,S,8.0,SINGAPORE,SINGAPORE,,872534405.0,872534405.0,1.30325,103.62876,1.30326,103.62872,19,WESTERN DIGITAL,TUAS SOUTH ST 3,TUAS SOUTH ST 3,N,4149,0.002299,103.6266,1.30237,True,103.62872,1.30326,0.00199,0.00194,2999,0.222631,True,True,False,False,19,45.00%,Medium,INCORRECT,Far from streets
113713,183332.0,,463219.0,S,9.0,SINGAPORE,SINGAPORE,,936800928.0,762480913.0,1.32534,103.9335,1.32562,103.93343,219B,,BEDOK CENTRAL,BEDOK CENTRAL,Y,5298,0.001157,103.9323,1.32537,True,103.93343,1.32562,0.007488,0.000891,2999,0.085888,True,True,True,True,-1,120.00%,Very High,INCORRECT,Isolated from other POIs; Spatial clustering outlier
37768,203936.0,,521134.0,S,8.0,SINGAPORE,SINGAPORE,,718103250.0,718103250.0,1.34453,103.94653,1.34438,103.94666,134,TAMPINES COURT,TAMPINES ST 11,TAMPINES ST 11,Y,3185,0.001477,103.9454,1.34361,True,103.94666,1.34438,0.00441,0.000269,2999,0.098302,True,True,False,True,0,70.00%,High,INCORRECT,Isolated from other POIs
3183,183311.0,,638644.0,S,8.0,SINGAPORE,SINGAPORE,,116131877.0,116131877.0,1.32533,103.65657,1.32462,103.65695,9,SEW-EURODRIVE,TUAS DR 2,TUAS DR 2,N,1180,0.00261,103.6548,1.32314,True,103.65695,1.32462,0.003471,0.000637,2999,0.192088,True,True,False,False,14,45.00%,Medium,INCORRECT,Normal spatial pattern
56284,186639.0,,639150.0,S,8.0,SINGAPORE,SINGAPORE,,905372876.0,905372876.0,1.33307,103.64988,1.33302,103.64983,30,FREIGHT LINKS EXPRESS,TUAS AVE 10,TUAS AVE 10,N,4646,0.002459,103.6508,1.33076,True,103.64983,1.33302,0.001807,0.002597,2999,0.198777,True,True,True,False,-1,90.00%,Very High,INCORRECT,Far from streets; Spatial clustering outlier
68111,234131.0,,805250.0,S,8.0,SINGAPORE,SINGAPORE,,927410121.0,927410121.0,1.38012,103.87414,1.38016,103.87414,18,,SELETAR GREEN WALK,SELETAR GREEN WALK,N,701,0.004505,103.8769,1.38372,True,103.87414,1.38016,0.000311,0.002578,2999,0.048818,True,True,False,False,5,60.00%,Medium,INCORRECT,Far from streets
3114,181268.0,,628985.0,S,8.0,SINGAPORE,SINGAPORE,,116131801.0,116131801.0,1.32643,103.67134,1.32573,103.67132,32,MULTI-WAYS EQUIPMENT,JOO KOON RD,JOO KOON RD,N,2692,0.001892,103.6699,1.32448,True,103.67132,1.32573,0.004474,0.002369,2999,0.177675,True,True,True,False,-1,90.00%,Very High,INCORRECT,Far from streets; Isolated from other POIs; Spatial clustering outlier
28217,249225.0,,729921.0,S,8.0,SINGAPORE,SINGAPORE,,116149236.0,116149236.0,1.40593,103.75801,1.40592,103.75772,84,MACPHERSON INDUSTRIAL ESTATE,MANDAI ESTE,MANDAI ESTE,N,1366,0.001263,103.7571,1.40702,True,103.75772,1.40592,0.005678,0.001731,2999,0.11304,True,True,True,False,-1,95.00%,Very High,INCORRECT,Far from streets; Isolated from other POIs; Spatial clustering outlier
119005,250074.0,,768687.0,S,9.0,SINGAPORE,SINGAPORE,,945294749.0,945294753.0,1.41735,103.83016,1.41771,103.83087,651,PEIYING PRIMARY SCHOOL,YISHUN RING RD,YISHUN RING RD,N,3360,0.004034,103.8349,1.41754,True,103.83087,1.41771,0.004814,0.000863,2999,0.081057,True,True,False,False,41,45.00%,Medium,INCORRECT,Isolated from other POIs
